資料区分,都道府県コード,警察署等コード,本票番号,事故内容,死者数,負傷者数,路線コード,地点コード,市区町村コード,発生日時　　年,発生日時　　月,発生日時　　日,発生日時　　時,発生日時　　分,昼夜,日の出時刻　　時,日の出時刻　　分,日の入り時刻　　時,日の入り時刻　　分,天候,地形,路面状態,道路形状,信号機,一時停止規制　標識（当事者A）,一時停止規制　表示（当事者A）,一時停止規制　標識（当事者B）,一時停止規制　表示（当事者B）,車道幅員,道路線形,衝突地点,ゾーン規制,中央分離帯施設等,歩車道区分,事故類型,年齢（当事者A）,年齢（当事者B）,当事者種別（当事者A）,当事者種別（当事者B）,用途別（当事者A）,用途別（当事者B）,車両形状等（当事者A）,車両形状等（当事者B）,オートマチック車（当事者A）,オートマチック車（当事者B）,サポカー（当事者A）,サポカー（当事者B）,速度規制（指定のみ）（当事者A）,速度規制（指定のみ）（当事者B）,車両の衝突部位（当事者A）,車両の衝突部位（当事者B）,車両の損壊程度（当事者A）,車両の損壊程度（当事者B）,エアバッグの装備（当事者A）,エアバッグの装備（当事者B）,サイドエアバッグの装備（当事者A）,サイドエアバッグの装備（当事者B）,人身損傷程度（当事者A）,人身損傷程度（当事者B）,地点　緯度（北緯）,地点　経度（東経）,地点　緯度（北緯）_1,地点　経度（東経）_1,曜日(発生年月日),祝日(発生年月日),認知機能検査経過日数（当事者A）,認知機能検査経過日数（当事者B）,運転練習の方法（当事者A）,運転練習の方法（当事者B）
true,41,113,56,2,0,1,10640,0,386,2023,6,19,8,53,12,4,22,19,2,1,3,1,14,1,0,0,0,0,4,9,1,70,4,2,21,65,35,32,51,31,41,0,0,0,0,11,0,4,0,10,30,3,3,0,0,0,0,4,2,363506410,1400033012,36.585114,140.00917,2,3,9999,0,9,0
true,41,113,57,2,0,1,30000,0,214,2023,6,24,14,25,12,4,23,19,3,2,3,1,1,7,1,22,9,22,14,9,30,70,4,1,21,45,45,3,51,31,41,1,0,1,0,11,0,10,0,50,10,3,2,2,0,2,0,4,2,363946116,1395800163,36.66281,139.966712,7,3,9999,0,1,0
true,41,113,58,2,0,1,99000,0,214,2023,5,28,10,38,12,4,25,18,50,1,3,1,0,7,0,0,0,0,0,0,20,70,0,4,21,75,35,3,4,31,31,1,1,1,1,11,11,1,1,60,20,3,3,2,2,2,2,4,2,364132570,1395750114,36.692381,139.963921,1,3,1041,9999,9,1
true,41,113,59,2,0,1,30000,0,386,2023,6,11,13,17,12,4,22,18,59,3,3,2,1,7,9,22,9,22,11,9,30,70,5,4,21,35,55,13,4,31,31,11,1,1,1,11,11,10,10,40,50,3,3,2,2,2,2,2,4,363749382,1400306023,36.630384,140.051673,1,3,9999,9999,5,9
true,41,114,44,2,0,1,30000,0,211,2023,6,2,15,39,12,4,23,18,54,3,3,2,14,7,0,0,0,0,2,9,20,1,5,4,1,55,1,3,61,31,0,1,0,1,0,11,0,2,0,50,0,3,0,2,0,2,0,4,2,364527479,1395703460,36.757633,139.950961,6,3,9999,0,9,0
true,41,114,45,2,0,3,30000,0,384,2023,6,9,7,42,12,4,22,18,58,3,3,2,1,7,1,21,9,22,11,9,30,70,5,4,21,65,35,3,4,31,31,1,1,1,1,11,11,10,10,10,40,2,2,1,1,1,1,2,2,364457790,1395224629,36.749386,139.873508,6,3,9999,9999,9,1
true,41,114,46,2,0,1,30000,0,211,2023,6,12,7,50,12,4,22,18,59,3,3,2,14,7,0,0,0,0,3,7,20,1,5,2,21,45,1,4,51,31,41,1,0,1,0,11,0,2,0,10,10,3,2,2,0,2,0,4,2,364528883,1395705047,36.758023,139.951402,2,3,9999,0,9,0
true,41,114,47,2,0,1,40,1380,211,2023,6,20,17,57,12,4,22,19,2,1,2,1,14,7,0,0,0,0,5,9,1,70,4,2,21,35,45,3,13,31,31,1,11,1,1,11,11,4,4,80,50,2,2,2,2,2,2,4,2,364757034,1395635801,36.799176,139.943278,3,3,9999,9999,1,1
true,41,115,15,2,0,1,10120,0,215,2023,6,9,16,55,12,4,22,18,58,1,2,1,14,7,0,0,0,0,1,9,1,70,5,2,41,1,0,51,75,41,0,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,2,0,363855154,1401021997,36.648654,140.172777,6,3,0,0,0,0
true,41,115,16,2,0,1,2940,0,215,2023,6,9,18,50,13,4,22,18,58,1,3,1,14,7,0,0,0,0,1,9,1,70,5,2,41,1,0,51,76,41,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,2,0,363930780,1400938560,36.65855,140.160711,6,3,0,0,0,0
true,41,115,17,2,0,1,20000,0,215,2023,6,13,7,59,12,4,21,19,0,2,2,2,14,7,0,0,0,0,3,9,1,70,4,2,21,55,55,3,4,31,31,1,1,1,1,11,11,3,3,10,31,3,3,2,2,2,2,4,2,363909677,1400911038,36.652688,140.153066,3,3,9999,9999,9,9
true,41,115,18,2,0,1,20000,0,215,2023,6,14,9,37,12,4,21,19,0,3,3,2,1,7,1,21,9,22,11,9,30,70,4,4,21,35,55,3,14,31,31,1,11,1,1,1,11,3,3,30,10,3,3,2,2,2,2,2,4,363944248,1400544030,36.662291,140.095564,4,3,9999,9999,1,9
true,41,115,19,2,0,2,30000,0,215,2023,6,17,6,37,12,4,22,19,1,1,3,1,1,7,9,22,1,21,14,8,30,70,5,3,21,25,1,4,4,31,31,1,1,1,1,11,11,10,10,10,50,3,3,2,2,2,2,4,2,363809704,1400916229,36.636029,140.154508,7,3,9999,9999,5,1
true,41,116,12,2,0,1,10270,0,343,2023,5,27,14,42,12,4,26,18,50,1,3,1,1,7,1,22,9,22,14,8,30,70,5,3,21,1,25,3,31,31,31,1,0,1,0,11,11,10,10,55,11,3,3,2,0,2,0,4,2,363437139,1401240939,36.576983,140.211372,7,3,9999,9999,1,5
true,41,119,8,2,0,3,2930,0,411,2023,6,29,10,40,12,4,25,19,3,1,3,1,1,1,9,22,9,22,15,7,30,70,4,2,21,45,55,3,4,31,31,1,1,1,1,1,1,4,4,80,10,2,2,1,1,2,2,2,2,364400226,1400929336,36.733396,140.158149,5,3,9999,9999,5,9
true,41,122,188,2,0,1,30010,0,201,2023,5,16,14,20,12,4,33,18,41,1,3,1,14,7,0,0,0,0,3,9,1,70,4,2,1,75,65,4,61,31,0,1,0,1,0,11,0,3,0,40,0,3,0,2,0,2,0,4,2,363429058,1395402782,36.574738,139.900773,3,3,9999,0,9,0
true,41,122,189,2,0,1,99000,0,201,2023,6,3,15,40,12,4,23,18,54,1,1,1,0,7,0,0,0,0,0,0,20,70,0,4,1,45,45,4,61,31,0,1,0,1,0,11,0,10,0,30,0,3,0,2,0,2,0,4,2,363339568,1395454536,36.560991,139.915149,7,3,9999,0,5,0
true,41,122,190,2,0,1,10630,0,201,2023,6,3,15,30,12,4,23,18,54,2,2,1,14,7,0,0,0,0,1,8,1,70,4,2,41,75,0,51,75,41,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,2,0,364157419,1395345154,36.699283,139.895876,7,3,0,0,0,0
true,41,122,191,2,0,1,40,1118,201,2023,5,17,19,50,22,4,32,18,42,1,2,1,14,7,0,0,0,0,2,9,1,70,5,2,21,35,25,3,4,31,31,1,1,1,1,11,11,5,5,20,80,3,3,2,2,2,2,2,4,363507454,1395546873,36.585404,139.929687,4,3,9999,9999,1,1
true,41,122,192,2,0,1,30000,0,201,2023,6,5,7,8,12,4,23,18,55,1,2,1,14,7,0,0,0,0,1,9,1,70,5,4,41,1,0,51,76,41,0,0,0,0,0,0,0,0,0,40,0,3,0,0,0,0,0,2,0,363248257,1395530238,36.546738,139.925066,2,3,0,0,0,0
true,41,122,193,2,0,1,30000,0,201,2023,6,2,21,40,22,4,23,18,54,3,2,1,14,7,0,0,0,0,1,9,1,70,5,4,21,75,35,3,3,31,31,1,1,1,1,11,11,10,10,30,50,3,3,2,2,2,2,4,2,363456111,1395533276,36.582253,139.92591,6,3,9999,9999,9,1
true,41,122,194,2,0,2,10640,0,201,2022,7,8,21,3,22,4,29,19,2,1,2,1,1,1,9,22,9,22,19,9,30,70,1,2,21,1,35,3,3,31,31,1,1,1,1,11,11,10,10,10,40,2,2,2,2,2,2,4,2,363400768,1395859768,36.56688,139.983269,6,3,9999,9999,1,1
true,41,122,195,2,0,1,10630,0,201,2023,6,4,18,10,13,4,23,18,55,1,1,1,1,1,9,22,9,22,15,6,30,70,5,2,21,45,45,3,4,31,31,1,1,1,1,11,11,4,4,11,13,3,3,2,2,2,2,4,2,363537392,1395343706,36.59372,139.895474,1,3,9999,9999,5,9
true,41,122,196,2,0,1,10640,0,201,2023,6,7,9,10,12,4,22,18,57,1,3,1,1,1,9,22,9,22,17,9,30,70,1,2,21,65,25,3,35,31,31,1,0,1,0,11,11,5,5,40,10,2,2,2,0,2,0,4,2,363447734,1395651511,36.579926,139.947642,4,3,9999,9999,9,1
true,41,122,197,2,0,1,40,1000,201,2023,6,1,8,20,12,4,24,18,53,1,3,1,14,7,0,0,0,0,5,9,1,70,1,2,21,35,25,3,3,31,31,1,1,1,1,11,0,5,5,10,30,3,3,2,2,2,2,4,2,363624908,1395750785,36.606919,139.964107,5,3,9999,9999,1,1
true,41,122,198,2,0,1,99000,0,201,2023,5,24,8,0,12,4,28,18,47,2,1,1,0,7,0,0,0,0,0,0,20,70,0,4,1,45,45,13,61,31,0,11,0,1,0,11,0,10,0,60,0,4,0,2,0,2,0,4,2,363636551,1395705249,36.610153,139.951458,4,3,9999,0,9,0
true,41,122,199,2,0,2,30000,0,201,2023,5,27,11,15,12,4,26,18,50,1,2,1,14,7,0,0,0,0,2,9,1,70,5,2,41,65,0,4,75,31,0,1,0,1,0,11,0,2,0,86,0,2,0,2,0,2,0,4,0,363413166,1395357181,36.570324,139.899217,7,3,9999,0,1,0
true,41,122,200,2,0,1,10630,0,201,2023,6,3,14,25,12,4,23,18,54,1,3,1,1,1,9,22,9,22,18,9,30,70,4,2,21,75,55,3,3,31,31,1,1,1,1,11,11,10,10,20,40,3,3,2,2,2,2,4,2,363710661,1395412500,36.619628,139.903472,7,3,498,9999,9,1
true,41,122,201,2,0,1,30000,0,201,2023,4,16,11,49,12,5,6,18,15,1,1,1,1,7,9,22,9,22,14,9,30,70,5,2,21,65,1,4,51,31,41,1,0,1,0,11,0,4,0,10,40,3,2,2,0,2,0,4,2,363506547,1395417150,36.585152,139.904764,1,3,9999,0,9,0
true,41,122,202,2,0,1,30000,0,201,2023,6,10,10,10,12,4,22,18,58,2,1,1,14,7,0,0,0,0,2,9,1,70,5,2,41,75,0,51,76,41,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,2,0,363328768,1395541621,36.557991,139.928228,7,3,0,0,0,0
true,41,122,203,2,0,1,30000,0,201,2023,6,12,8,35,12,4,22,18,59,2,2,2,13,7,0,0,0,0,1,3,1,70,5,4,41,65,0,51,76,41,0,0,0,0,0,0,0,0,0,40,0,3,0,0,0,0,0,2,0,363313615,1395434794,36.553782,139.909665,2,3,0,0,0,0
true,41,122,204,2,0,1,21250,0,201,2023,6,14,8,27,12,4,21,19,0,3,1,2,1,1,9,22,0,0,18,9,30,70,4,2,1,65,1,3,61,31,0,1,0,1,0,11,0,4,0,50,0,3,0,2,0,2,0,4,2,363410171,1395405314,36.569492,139.901476,4,3,9999,0,9,0
true,41,122,205,2,0,2,40,1073,201,2023,6,5,20,8,22,4,23,18,55,1,1,1,14,7,0,0,0,0,2,9,1,70,4,2,21,1,25,3,4,31,31,1,1,2,1,11,11,4,4,10,31,3,3,2,2,2,2,4,2,363305260,1395425787,36.551461,139.907163,2,3,9999,9999,1,1
true,41,122,206,2,0,2,10640,0,201,2023,6,1,23,32,22,4,24,18,53,3,2,2,1,1,9,22,9,22,17,9,30,70,1,2,21,45,1,3,51,31,41,1,0,1,0,0,0,4,0,50,10,3,3,2,0,2,0,4,2,363327205,1395457308,36.557557,139.915919,5,3,9999,0,1,0
true,41,122,207,2,0,1,30000,0,201,2023,6,9,17,54,12,4,22,18,58,2,2,1,14,7,0,0,0,0,1,9,1,70,1,2,21,45,1,3,4,31,31,1,1,1,1,11,11,10,10,30,10,3,3,2,2,2,2,2,4,363210910,1395918085,36.536364,139.988357,6,3,9999,9999,1,5
true,41,122,208,2,0,1,40,1069,201,2023,6,3,9,55,12,4,23,18,54,1,1,1,14,7,0,0,0,0,1,9,1,70,5,2,21,35,25,3,36,31,31,1,0,1,0,11,11,4,2,40,10,3,3,2,0,2,0,4,2,363254584,1395412837,36.548496,139.903566,7,3,9999,9999,1,5
true,41,122,209,2,0,1,30000,0,201,2023,6,14,17,10,12,4,21,19,0,3,3,2,1,7,9,22,0,0,15,7,30,70,4,2,41,45,0,51,76,41,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,2,0,363346210,1395918578,36.562836,139.988494,4,3,0,0,0,0
true,41,122,210,2,0,1,10640,0,201,2023,6,15,7,53,12,4,21,19,0,3,1,2,14,7,0,0,0,0,1,8,1,70,4,2,41,1,0,51,76,41,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,2,0,363347358,1395359726,36.563155,139.899924,5,3,0,0,0,0
true,41,122,211,2,0,1,40,1098,201,2023,6,11,20,33,22,4,22,18,59,3,1,1,14,7,0,0,0,0,4,9,1,70,4,2,21,1,1,3,4,31,31,1,1,1,1,1,1,4,4,30,10,3,3,2,2,2,2,2,4,363417504,1395458975,36.571529,139.916382,1,3,9999,9999,1,1
true,41,122,212,2,0,1,30000,0,201,2023,6,15,17,46,12,4,21,19,0,3,3,2,1,7,9,22,1,21,15,9,30,70,4,2,21,55,1,3,51,31,41,1,0,1,0,11,0,4,0,10,20,3,3,2,0,2,0,4,2,363245856,1395509304,36.546071,139.919251,5,3,9999,0,9,0
true,41,122,213,2,0,1,30000,0,201,2023,6,17,9,50,12,4,22,19,1,1,3,1,13,7,0,0,0,0,2,3,20,70,5,4,21,1,1,14,35,1,31,11,0,1,0,11,11,5,5,10,10,2,2,2,0,2,0,4,2,363231898,1395647857,36.542194,139.946627,7,3,9999,9999,1,1
true,41,122,214,2,0,1,30000,0,201,2023,6,17,8,25,12,4,22,19,1,1,3,1,14,7,0,0,0,0,1,8,1,70,5,3,41,65,0,51,76,41,0,0,0,0,0,0,0,0,0,40,0,3,0,0,0,0,0,2,0,363750876,1395251020,36.630799,139.880839,7,3,0,0,0,0
true,41,122,215,2,0,1,99000,0,201,2023,6,17,19,20,21,4,22,19,1,1,3,1,0,7,0,0,0,0,0,0,20,70,0,4,41,65,0,51,76,41,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,2,0,363359180,1395442919,36.566439,139.911922,7,3,0,0,0,0
true,41,122,216,2,0,1,30000,0,201,2023,6,17,22,13,22,4,22,19,1,1,2,1,1,1,9,22,0,0,15,9,30,70,5,2,1,55,75,3,61,31,0,1,0,1,0,11,0,5,0,10,0,3,0,2,0,2,0,4,2,363242324,1395430920,36.54509,139.908589,7,3,9999,0,9,0
true,41,122,217,2,0,1,30000,0,201,2023,6,18,0,43,22,4,22,19,1,1,2,1,14,7,0,0,0,0,1,9,1,70,5,3,1,25,25,3,61,31,0,1,0,1,0,11,0,3,0,20,0,3,0,2,0,2,0,4,2,363328076,1395407952,36.557799,139.902209,1,3,9999,0,1,0
true,41,122,218,2,0,1,20000,0,201,2023,6,18,20,0,21,4,22,19,1,2,3,1,1,7,9,22,0,0,14,9,30,70,5,2,41,1,0,51,76,41,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,2,0,363532014,1395417500,36.592226,139.904861,1,3,0,0,0,0
true,41,122,219,2,0,1,40,1055,201,2023,6,2,22,40,22,4,23,18,54,3,1,2,14,7,0,0,0,0,4,9,1,70,4,2,21,35,1,3,4,31,31,1,1,1,1,11,11,4,4,10,30,3,3,2,2,2,2,4,2,363234303,1395326520,36.542862,139.8907,6,3,9999,9999,1,5
true,41,122,220,2,0,1,99000,0,201,2023,6,10,21,53,22,4,22,18,58,1,2,1,0,7,0,0,0,0,0,0,20,70,0,4,1,35,45,4,61,31,0,1,0,1,0,11,0,10,0,20,0,3,0,2,0,2,0,4,2,363333070,1395427281,36.559186,139.907578,7,3,9999,0,1,0
true,41,122,221,2,0,1,30000,0,201,2023,6,12,7,30,12,4,22,18,59,2,1,1,14,7,0,0,0,0,3,9,1,70,4,2,21,25,55,4,4,31,31,1,1,1,1,1,1,4,4,10,70,2,3,2,2,2,2,4,2,363612074,1395631812,36.603354,139.94217,2,3,9999,9999,1,9
true,41,122,222,2,0,1,30000,0,201,2023,6,20,1,15,22,4,22,19,2,2,3,1,14,7,0,0,0,0,3,9,1,70,5,4,41,75,0,3,75,31,0,1,0,1,0,1,0,10,0,10,0,1,0,1,0,1,0,2,0,363431346,1395914273,36.575374,139.987298,3,3,599,0,9,0
true,41,122,223,2,0,1,99000,0,201,2023,6,20,18,29,13,4,22,19,2,2,2,1,0,7,0,0,0,0,0,0,20,70,0,4,1,55,1,4,61,31,0,1,0,1,0,11,0,10,0,10,0,3,0,2,0,2,0,4,2,363335554,1395512115,36.559876,139.920032,3,3,9999,0,9,0
true,41,122,224,2,0,2,1190,0,201,2023,6,15,17,27,12,4,21,19,0,3,1,2,14,7,0,0,0,0,3,9,1,70,4,2,21,65,25,3,4,31,31,1,1,1,1,11,11,4,4,10,30,3,3,2,2,2,2,4,2,363536373,1395531418,36.593437,139.925394,5,3,9999,9999,9,1
true,41,122,225,2,0,1,30000,0,201,2023,6,12,21,19,22,4,22,18,59,2,1,2,13,7,0,0,0,0,3,6,1,70,5,4,21,45,0,3,0,31,0,1,0,1,0,11,0,10,0,50,0,3,0,2,0,2,0,2,0,363229263,1395440424,36.541462,139.911229,2,3,9999,0,1,0
true,41,122,226,2,0,1,40,1100,201,2023,6,25,17,15,12,4,23,19,3,1,3,1,14,7,0,0,0,0,1,8,1,70,5,1,41,1,0,51,76,41,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,2,0,363517383,1395601712,36.588162,139.933809,1,3,0,0,0,0
true,41,122,227,2,0,1,1190,0,201,2023,6,16,17,5,12,4,22,19,1,1,3,1,1,7,1,22,9,22,14,9,30,70,1,2,21,55,1,3,51,31,41,1,0,1,0,11,0,10,0,10,20,3,3,2,0,2,0,4,2,363534534,1395442808,36.592926,139.911891,6,3,9999,0,1,0
true,41,122,228,2,0,1,30000,0,201,2023,6,10,16,51,12,4,22,18,58,1,3,1,14,1,0,0,0,0,2,7,1,70,4,2,21,45,25,3,4,31,31,1,1,1,1,11,11,4,4,30,10,3,3,2,2,2,2,4,2,363656560,1395542892,36.615711,139.928581,7,3,9999,9999,1,1
true,41,122,229,2,0,1,1230,0,201,2023,6,14,17,25,12,4,21,19,0,3,3,2,14,7,0,0,0,0,4,9,1,70,1,2,21,1,55,3,4,31,31,1,1,1,1,11,11,10,10,30,10,3,3,2,2,2,2,2,4,363156312,1395920958,36.532309,139.989155,4,3,9999,9999,1,9
true,41,122,230,2,0,1,30000,0,201,2023,6,28,7,22,12,4,24,19,3,2,2,1,14,7,0,0,0,0,1,9,1,70,4,2,41,1,0,51,75,41,0,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,2,0,363702726,1395320220,36.617424,139.88895,4,3,0,0,0,0
true,41,122,231,2,0,1,30000,0,201,2023,6,22,17,14,12,4,22,19,2,3,3,2,14,7,0,0,0,0,3,9,1,70,4,3,21,25,45,3,3,31,31,1,1,1,1,11,11,10,3,10,40,3,3,2,2,2,2,4,2,363325362,1395835134,36.557045,139.976426,5,3,9999,9999,1,1
true,41,122,232,2,0,1,30000,0,201,2023,6,29,8,19,12,4,25,19,3,1,2,1,1,7,1,22,9,22,15,9,30,70,5,3,21,65,55,3,51,31,41,1,0,1,0,11,0,2,0,80,20,3,3,2,0,2,0,4,2,363328628,1395400783,36.557952,139.900218,5,3,9999,0,4,0
true,41,122,233,2,0,2,30000,0,201,2023,6,29,15,18,12,4,25,19,3,1,1,1,1,7,9,22,1,22,14,9,30,70,5,2,21,55,75,13,14,31,31,11,11,1,1,11,11,3,10,10,41,2,1,1,1,2,2,2,2,363327446,1395932122,36.557624,139.992256,5,3,9999,352,9,9
true,41,122,234,2,0,1,30000,0,201,2023,6,30,7,45,12,4,25,19,3,2,3,1,7,7,0,0,0,0,1,1,1,70,5,4,21,35,1,3,51,31,41,1,0,1,0,11,0,3,0,80,10,3,3,2,0,2,0,4,2,363157907,1400008248,36.532752,140.002291,6,3,9999,0,1,0
true,41,122,235,2,0,1,10640,0,201,2023,6,23,11,55,12,4,23,19,3,2,3,1,7,7,0,0,0,0,2,9,1,70,1,2,21,25,45,3,3,31,31,1,1,1,1,11,11,5,1,10,30,3,3,2,2,2,2,4,2,363402210,1395910720,36.567281,139.986311,6,3,9999,9999,1,1
true,41,123,130,2,0,1,30000,0,201,2023,6,1,13,6,12,4,24,18,53,1,2,1,1,1,9,22,9,22,15,9,30,70,4,2,21,35,45,13,51,31,41,11,0,1,0,11,0,3,0,80,40,3,2,2,0,2,0,4,2,362911987,1395155022,36.486663,139.865284,5,3,9999,0,9,0
true,41,123,131,2,0,1,30000,0,201,2023,6,1,18,44,13,4,24,18,53,1,3,1,1,7,9,22,9,22,11,9,30,70,5,4,21,55,75,4,51,31,41,1,0,1,0,11,0,10,0,80,30,3,3,2,0,2,0,4,2,362922733,1395151080,36.489648,139.864189,5,3,9999,0,9,0
true,41,123,132,2,0,1,30000,0,201,2023,6,5,7,51,12,4,23,18,55,1,1,1,1,7,9,22,9,22,14,9,30,70,5,4,21,55,55,3,36,31,31,1,0,1,0,11,11,10,10,10,42,3,3,2,0,2,0,4,2,363133748,1395241920,36.526041,139.878311,2,3,9999,9999,9,9
true,41,123,133,2,0,2,30000,0,201,2023,6,3,11,10,12,4,23,18,54,2,1,1,14,7,0,0,0,0,4,9,1,70,4,2,21,45,25,3,3,31,31,1,1,1,1,11,11,10,10,50,70,3,3,2,2,2,2,4,2,362932233,1395435323,36.492287,139.909812,7,3,9999,9999,1,1
true,41,123,134,2,0,1,10460,0,201,2023,6,6,17,12,12,4,22,18,56,1,2,1,1,7,9,22,9,22,18,9,30,70,1,2,21,65,45,4,32,31,31,1,0,1,0,11,11,10,10,40,12,3,2,1,0,2,0,4,2,363201723,1395453932,36.533812,139.914981,3,3,9999,9999,9,1
true,41,123,135,2,0,1,40,1035,201,2023,5,31,7,31,12,4,24,18,52,2,1,1,14,7,0,0,0,0,4,9,1,70,4,2,21,1,1,4,4,31,31,1,1,1,1,11,11,4,4,10,30,3,3,2,2,2,2,4,2,363142712,1395252100,36.528531,139.881139,4,3,9999,9999,1,1
true,41,123,136,2,0,1,1210,0,201,2023,6,1,7,40,12,4,24,18,53,1,1,1,7,1,0,0,0,0,6,9,1,70,1,2,21,35,1,3,4,31,31,1,1,1,1,11,11,10,10,30,10,3,3,2,2,2,2,2,4,363058868,1395036608,36.516352,139.843502,5,3,9999,9999,9,1
true,41,123,137,2,0,1,40,1000,201,2023,6,7,14,41,12,4,22,18,57,1,2,1,14,7,0,0,0,0,4,9,1,70,4,2,41,35,0,51,76,41,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,2,0,362840512,1395217879,36.47792,139.871633,4,3,0,0,0,0
true,41,123,138,2,0,2,30000,0,201,2023,6,11,11,8,12,4,22,18,59,3,1,2,1,7,1,21,9,22,15,9,30,70,4,2,21,1,55,4,4,31,31,1,1,1,1,11,11,3,4,80,40,2,2,2,2,2,2,4,2,363047956,1395306878,36.513321,139.885244,1,3,9999,9999,1,9
true,41,123,139,2,0,1,1210,0,201,2023,6,1,7,55,12,4,24,18,53,1,1,1,7,7,0,0,0,0,5,9,1,70,1,2,21,45,35,3,3,31,31,1,1,1,1,11,11,10,10,10,30,3,3,2,2,2,2,4,2,363102924,1395030646,36.517479,139.841846,5,3,9999,9999,1,1
true,41,123,140,2,0,1,30000,0,201,2023,6,13,17,37,12,4,21,19,0,3,2,2,14,7,0,0,0,0,4,9,1,70,4,2,21,35,65,3,4,31,31,1,1,1,1,11,11,3,3,30,10,3,3,2,2,2,2,2,4,363144054,1395217047,36.528904,139.871402,3,3,9999,9999,5,9
true,41,123,141,2,0,2,21550,0,201,2023,6,6,7,50,12,4,22,18,56,2,1,1,13,7,0,0,0,0,3,6,1,70,4,3,21,25,25,3,4,31,31,1,1,1,1,11,11,3,3,10,31,3,3,2,2,2,2,4,2,363117796,1394959228,36.52161,139.833119,3,3,9999,9999,1,1
true,41,123,142,2,0,1,30000,0,201,2023,6,17,8,0,12,4,22,19,1,1,1,1,14,7,0,0,0,0,5,9,1,70,1,2,21,25,25,3,4,31,31,1,1,1,1,11,11,10,10,10,30,3,3,2,2,2,2,4,2,363207872,1395334112,36.53552,139.892809,7,3,9999,9999,1,1
true,41,123,143,2,0,1,30000,0,201,2023,5,15,13,57,12,4,34,18,40,1,1,1,1,7,1,22,1,22,14,3,30,70,5,4,21,1,35,3,4,31,31,1,1,1,1,11,11,10,10,60,60,3,3,2,2,2,2,4,2,363023612,1395113802,36.506559,139.853834,2,3,9999,9999,1,9
true,41,123,144,2,0,1,30000,0,201,2023,6,15,18,42,13,4,21,19,0,3,1,1,1,7,1,21,9,22,15,9,30,70,4,2,21,65,1,3,4,31,31,1,1,1,1,11,11,4,4,10,60,3,3,2,2,2,2,4,2,363200092,1395215265,36.533359,139.870907,5,3,9999,9999,9,1
true,41,123,145,2,0,1,99000,0,201,2023,6,24,22,9,22,4,23,19,3,1,2,1,0,7,0,0,0,0,0,0,20,70,0,4,1,25,1,3,61,31,0,1,0,1,0,11,0,10,0,60,0,3,0,2,0,2,0,4,2,363009976,1395118061,36.502771,139.855017,7,3,9999,0,1,0
true,41,123,146,2,0,1,1210,0,201,2023,6,18,14,55,12,4,22,19,1,1,2,1,7,1,0,0,0,0,6,9,1,70,1,2,21,65,45,13,4,31,31,11,1,1,1,11,11,4,4,10,30,3,3,2,2,2,2,4,2,363057182,1395038810,36.515884,139.844114,1,3,9999,9999,9,9
true,41,123,147,2,0,1,20000,0,201,2023,6,13,18,43,13,4,21,19,0,3,2,2,1,1,9,22,0,0,18,9,30,70,5,2,1,25,1,3,61,31,0,1,0,1,0,1,0,2,0,50,0,3,0,2,0,2,0,4,2,362938195,1395232466,36.493943,139.875685,3,3,9999,0,1,0
true,41,123,148,2,0,1,1210,0,201,2023,6,26,18,33,13,4,24,19,3,2,2,1,7,7,0,0,0,0,6,9,1,70,1,2,41,55,0,51,76,41,0,0,0,0,0,0,0,0,0,20,0,3,0,0,0,0,0,2,0,363153425,1395057584,36.531507,139.849329,2,3,0,0,0,0
true,41,123,149,2,0,1,1210,0,201,2023,6,26,20,0,21,4,24,19,3,2,1,2,1,1,9,22,9,22,18,9,30,70,1,2,21,55,1,3,51,31,41,1,0,1,0,11,0,3,0,14,40,3,3,2,0,2,0,4,2,363019242,1395143963,36.505345,139.862212,2,3,9999,0,9,0
true,41,123,150,2,0,1,1210,0,201,2023,6,20,20,40,22,4,22,19,2,1,2,1,1,7,9,22,9,22,14,9,30,70,5,2,21,65,55,3,51,31,41,1,0,1,0,11,0,4,0,50,10,3,3,2,0,2,0,4,2,363019602,1395208033,36.505445,139.868898,3,3,9999,0,9,0
true,41,123,151,2,0,1,30000,0,201,2023,6,25,10,8,12,4,23,19,3,1,1,1,1,7,1,21,9,22,15,9,30,70,5,3,21,55,65,3,4,31,31,1,1,1,1,11,11,4,4,40,10,2,2,2,1,2,2,4,2,363031712,1395243802,36.508809,139.878834,1,3,9999,9999,9,9
true,41,123,152,2,0,1,1210,0,201,2023,5,21,17,0,12,4,30,18,45,2,1,1,14,7,0,0,0,0,4,9,1,70,1,2,21,25,1,4,51,31,41,1,0,1,0,11,0,10,0,80,10,3,3,2,0,2,0,4,2,363019638,1395146400,36.505455,139.862889,1,3,9999,0,1,0
